"subject","md5.hash","item.number","element.number","Parte","Condition","Predicate","Valence","Exemplars","Left","Right","sentence","answer","rt","pilot","img_answer","Both","C","D","APBLUR","Foil"
"1491158134","7b1c30abc41a85e207604dfc454b1a8f",54,0,"OVERT","C-Both","heavy/light","pos","bags","C","Both","The bags are heavy.","Right",3048,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158134","7b1c30abc41a85e207604dfc454b1a8f",63,0,"OVERT","D-Foil","loud/quiet","neg","instruments","Foil","D","The instruments are quiet.","Right",2619,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158134","7b1c30abc41a85e207604dfc454b1a8f",69,0,"OVERT","D-Foil","expensive/cheap","neg","watches","Foil","D","The watches are cheap.","Right",4758,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158134","7b1c30abc41a85e207604dfc454b1a8f",40,0,"OVERT","Both-Foil","loud/quiet","pos","birds","Both","Foil","The birds are loud.","Right",2262,"AP-OVERT","Foil",FALSE,FALSE,FALSE,FALSE,TRUE
"1491158134","7b1c30abc41a85e207604dfc454b1a8f",71,0,"OVERT","Both-Foil","heavy/light","neg","books","Foil","Both","The books are light.","Right",6213,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158134","7b1c30abc41a85e207604dfc454b1a8f",46,0,"OVERT","Both-Foil","expensive/cheap","pos","cars","Both","Foil","The cars are expensive.","Left",2068,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158134","7b1c30abc41a85e207604dfc454b1a8f",68,0,"OVERT","D-Foil","expensive/cheap","neg","cars","D","Foil","The cars are cheap.","Left",3617,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",2,0,"OVERT",NA,NA,NA,NA,NA,NA,"The bags are heavy.","Left",4082,"AP-OVERT",NA,NA,NA,NA,NA,NA
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",31,0,"AP","Both","expensive/cheap","neg","cars","Both","AP","The cars are cheap.","Right",5524,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",27,0,"AP","D","expensive/cheap","neg","cars","D","AP","The cars are cheap.","Right",4362,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",13,0,"AP","Both","expensive/cheap","pos","cars","Both","AP","The cars are expensive.","Left",2609,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",23,0,"AP","Foil","loud/quiet","neg","birds","Foil","AP","The birds are quiet.","Right",4248,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",36,0,"AP","Foil","heavy/light","neg","books","AP","Foil","The books are light.","Right",2837,"AP-OVERT","Foil",FALSE,FALSE,FALSE,FALSE,TRUE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",7,0,"AP","Both","loud/quiet","pos","birds","Both","AP","The birds are loud.","Left",5491,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",30,0,"AP","Foil","expensive/cheap","neg","watches","AP","Foil","The watches are cheap.","Left",3099,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",37,0,"AP","Both","heavy/light","neg","bags","Both","AP","The bags are light.","Left",4019,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",15,0,"AP","C","heavy/light","pos","bags","C","AP","The bags are heavy.","Left",1892,"AP-OVERT","C",FALSE,TRUE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",8,0,"AP","Both","loud/quiet","pos","instruments","AP","Both","The instruments are loud.","Right",2071,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",14,0,"AP","Both","expensive/cheap","pos","watches","AP","Both","The watches are expensive.","Right",2886,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",9,0,"AP","C","expensive/cheap","pos","cars","C","AP","The cars are expensive.","Left",3444,"AP-OVERT","C",FALSE,TRUE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",34,0,"AP","D","heavy/light","neg","books","AP","D","The books are light.","Right",1847,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",5,0,"AP","Foil","loud/quiet","pos","birds","Foil","AP","The birds are loud.","Right",4945,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",22,0,"AP","D","loud/quiet","neg","instruments","AP","D","The instruments are quiet.","Left",3287,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",33,0,"AP","D","heavy/light","neg","bags","D","AP","The bags are light.","Right",1893,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",38,0,"AP","Both","heavy/light","neg","books","AP","Both","The books are light.","Right",2425,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",12,0,"AP","Foil","expensive/cheap","pos","watches","AP","Foil","The watches are expensive.","Left",2147,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",3,0,"AP","C","loud/quiet","pos","birds","C","AP","The birds are loud.","Left",3600,"AP-OVERT","C",FALSE,TRUE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",24,0,"AP","Foil","loud/quiet","neg","instruments","AP","Foil","The instruments are quiet.","Left",3211,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",28,0,"AP","D","expensive/cheap","neg","watches","AP","D","The watches are cheap.","Left",2747,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",25,0,"AP","Both","loud/quiet","neg","birds","Both","AP","The birds are quiet.","Left",2315,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",16,0,"AP","C","heavy/light","pos","books","AP","C","The books are heavy.","Right",1507,"AP-OVERT","C",FALSE,TRUE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",4,0,"AP","C","loud/quiet","pos","instruments","AP","C","The instruments are loud.","Right",1410,"AP-OVERT","C",FALSE,TRUE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",17,0,"AP","Foil","heavy/light","pos","bags","Foil","AP","The bags are heavy.","Right",1769,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",29,0,"AP","Foil","expensive/cheap","neg","cars","Foil","AP","The cars are cheap.","Right",1636,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",20,0,"AP","Both","heavy/light","pos","books","AP","Both","The books are heavy.","Right",1784,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",18,0,"AP","Foil","heavy/light","pos","books","AP","Foil","The books are heavy.","Left",1438,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",6,0,"AP","Foil","loud/quiet","pos","instruments","AP","Foil","The instruments are loud.","Left",3926,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",11,0,"AP","Foil","expensive/cheap","pos","cars","Foil","AP","The cars are expensive.","Right",1647,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",19,0,"AP","Both","heavy/light","pos","bags","Both","AP","The bags are heavy.","Left",1486,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",35,0,"AP","Foil","heavy/light","neg","bags","Foil","AP","The bags are light.","Right",1774,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",26,0,"AP","Both","loud/quiet","neg","instruments","AP","Both","The instruments are quiet.","Right",1571,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",21,0,"AP","D","loud/quiet","neg","birds","D","AP","The birds are quiet.","Right",1473,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",32,0,"AP","Both","expensive/cheap","neg","watches","AP","Both","The watches are cheap.","Right",1634,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",10,0,"AP","C","expensive/cheap","pos","watches","AP","C","The watches are expensive.","Left",1317,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",51,0,"OVERT","C-Foil","expensive/cheap","pos","watches","Foil","C","The watches are expensive.","Right",4186,"AP-OVERT","C",FALSE,TRUE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",41,0,"OVERT","Both-Foil","loud/quiet","pos","instruments","Foil","Both","The instruments are loud.","Right",972,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",49,0,"OVERT","C-Both","expensive/cheap","pos","watches","Both","C","The watches are expensive.","Right",783,"AP-OVERT","C",FALSE,TRUE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",66,0,"OVERT","D-Both","expensive/cheap","neg","cars","D","Both","The cars are cheap.","Left",2385,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",65,0,"OVERT","Both-Foil","expensive/cheap","neg","watches","Foil","Both","The watches are cheap.","Right",2240,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",44,0,"OVERT","C-Foil","loud/quiet","pos","birds","C","Foil","The birds are loud.","Left",2109,"AP-OVERT","C",FALSE,TRUE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",55,0,"OVERT","C-Both","heavy/light","pos","books","Both","C","The books are heavy.","Left",2793,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",56,0,"OVERT","C-Foil","heavy/light","pos","bags","C","Foil","The bags are heavy.","Left",3964,"AP-OVERT","C",FALSE,TRUE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",68,0,"OVERT","D-Foil","expensive/cheap","neg","cars","D","Foil","The cars are cheap.","Right",2409,"AP-OVERT","Foil",FALSE,FALSE,FALSE,FALSE,TRUE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",53,0,"OVERT","Both-Foil","heavy/light","pos","books","Foil","Both","The books are heavy.","Right",2007,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",70,0,"OVERT","Both-Foil","heavy/light","neg","bags","Both","Foil","The bags are light.","Left",1463,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",47,0,"OVERT","Both-Foil","expensive/cheap","pos","watches","Foil","Both","The watches are expensive.","Right",2137,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",74,0,"OVERT","D-Foil","heavy/light","neg","bags","D","Foil","The bags are light.","Left",3313,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",63,0,"OVERT","D-Foil","loud/quiet","neg","instruments","Foil","D","The instruments are quiet.","Right",4392,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",54,0,"OVERT","C-Both","heavy/light","pos","bags","C","Both","The bags are heavy.","Right",2256,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",45,0,"OVERT","C-Foil","loud/quiet","pos","instruments","Foil","C","The instruments are loud.","Right",5687,"AP-OVERT","C",FALSE,TRUE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",52,0,"OVERT","Both-Foil","heavy/light","pos","bags","Both","Foil","The bags are heavy.","Left",2168,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",58,0,"OVERT","Both-Foil","loud/quiet","neg","birds","Both","Foil","The birds are quiet.","Left",2223,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",71,0,"OVERT","Both-Foil","heavy/light","neg","books","Foil","Both","The books are light.","Right",4966,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",64,0,"OVERT","Both-Foil","expensive/cheap","neg","cars","Both","Foil","The cars are cheap.","Left",1616,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",62,0,"OVERT","D-Foil","loud/quiet","neg","birds","D","Foil","The birds are quiet.","Left",1856,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",60,0,"OVERT","D-Both","loud/quiet","neg","birds","D","Both","The birds are quiet.","Left",2583,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",69,0,"OVERT","D-Foil","expensive/cheap","neg","watches","Foil","D","The watches are cheap.","Right",11940,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",40,0,"OVERT","Both-Foil","loud/quiet","pos","birds","Both","Foil","The birds are loud.","Left",4631,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",61,0,"OVERT","D-Both","loud/quiet","neg","instruments","Both","D","The instruments are quiet.","Right",1891,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",73,0,"OVERT","D-Both","heavy/light","neg","books","Both","D","The books are light.","Right",2373,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",43,0,"OVERT","C-Both","loud/quiet","pos","instruments","Both","C","The instruments are loud.","Left",2335,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",46,0,"OVERT","Both-Foil","expensive/cheap","pos","cars","Both","Foil","The cars are expensive.","Left",2470,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",75,0,"OVERT","D-Foil","heavy/light","neg","books","Foil","D","The books are light.","Right",2488,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",59,0,"OVERT","Both-Foil","loud/quiet","neg","instruments","Foil","Both","The instruments are quiet.","Right",4407,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",48,0,"OVERT","C-Both","expensive/cheap","pos","cars","C","Both","The cars are expensive.","Right",1709,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",67,0,"OVERT","D-Both","expensive/cheap","neg","watches","Both","D","The watches are cheap.","Right",2967,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",50,0,"OVERT","C-Foil","expensive/cheap","pos","cars","C","Foil","The cars are expensive.","Left",1529,"AP-OVERT","C",FALSE,TRUE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",57,0,"OVERT","C-Foil","heavy/light","pos","books","Foil","C","The books are heavy.","Right",2013,"AP-OVERT","C",FALSE,TRUE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",42,0,"OVERT","C-Both","loud/quiet","pos","birds","C","Both","The birds are loud.","Right",3990,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158337","5eebbaac917f58e4f00b38e04f25ec0c",72,0,"OVERT","D-Both","heavy/light","neg","bags","D","Both","The bags are light.","Left",2846,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",2,0,"OVERT",NA,NA,NA,NA,NA,NA,"The bags are heavy.","Left",640,"AP-OVERT",NA,NA,NA,NA,NA,NA
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",18,0,"AP","Foil","heavy/light","pos","books","AP","Foil","The books are heavy.","Left",2408,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",16,0,"AP","C","heavy/light","pos","books","AP","C","The books are heavy.","Left",1151,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",17,0,"AP","Foil","heavy/light","pos","bags","Foil","AP","The bags are heavy.","Right",2899,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",23,0,"AP","Foil","loud/quiet","neg","birds","Foil","AP","The birds are quiet.","Right",1277,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",19,0,"AP","Both","heavy/light","pos","bags","Both","AP","The bags are heavy.","Left",894,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",10,0,"AP","C","expensive/cheap","pos","watches","AP","C","The watches are expensive.","Left",2288,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",11,0,"AP","Foil","expensive/cheap","pos","cars","Foil","AP","The cars are expensive.","Right",2042,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",5,0,"AP","Foil","loud/quiet","pos","birds","Foil","AP","The birds are loud.","Right",1699,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",37,0,"AP","Both","heavy/light","neg","bags","Both","AP","The bags are light.","Left",2058,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",22,0,"AP","D","loud/quiet","neg","instruments","AP","D","The instruments are quiet.","Right",1638,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",24,0,"AP","Foil","loud/quiet","neg","instruments","AP","Foil","The instruments are quiet.","Left",1162,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",36,0,"AP","Foil","heavy/light","neg","books","AP","Foil","The books are light.","Left",1623,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",28,0,"AP","D","expensive/cheap","neg","watches","AP","D","The watches are cheap.","Right",1057,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",12,0,"AP","Foil","expensive/cheap","pos","watches","AP","Foil","The watches are expensive.","Left",1386,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",20,0,"AP","Both","heavy/light","pos","books","AP","Both","The books are heavy.","Right",1227,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",6,0,"AP","Foil","loud/quiet","pos","instruments","AP","Foil","The instruments are loud.","Left",1184,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",29,0,"AP","Foil","expensive/cheap","neg","cars","Foil","AP","The cars are cheap.","Right",1419,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",8,0,"AP","Both","loud/quiet","pos","instruments","AP","Both","The instruments are loud.","Right",1666,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",21,0,"AP","D","loud/quiet","neg","birds","D","AP","The birds are quiet.","Right",1234,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",38,0,"AP","Both","heavy/light","neg","books","AP","Both","The books are light.","Right",1131,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",9,0,"AP","C","expensive/cheap","pos","cars","C","AP","The cars are expensive.","Left",1490,"AP-OVERT","C",FALSE,TRUE,FALSE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",7,0,"AP","Both","loud/quiet","pos","birds","Both","AP","The birds are loud.","Left",768,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",25,0,"AP","Both","loud/quiet","neg","birds","Both","AP","The birds are quiet.","Left",3303,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",33,0,"AP","D","heavy/light","neg","bags","D","AP","The bags are light.","Right",6738,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",27,0,"AP","D","expensive/cheap","neg","cars","D","AP","The cars are cheap.","Right",3549,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",13,0,"AP","Both","expensive/cheap","pos","cars","Both","AP","The cars are expensive.","Left",1167,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",35,0,"AP","Foil","heavy/light","neg","bags","Foil","AP","The bags are light.","Right",1171,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",31,0,"AP","Both","expensive/cheap","neg","cars","Both","AP","The cars are cheap.","Left",1180,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",26,0,"AP","Both","loud/quiet","neg","instruments","AP","Both","The instruments are quiet.","Right",1353,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",3,0,"AP","C","loud/quiet","pos","birds","C","AP","The birds are loud.","Right",2405,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",4,0,"AP","C","loud/quiet","pos","instruments","AP","C","The instruments are loud.","Left",2262,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",34,0,"AP","D","heavy/light","neg","books","AP","D","The books are light.","Left",2998,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",30,0,"AP","Foil","expensive/cheap","neg","watches","AP","Foil","The watches are cheap.","Left",1617,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",32,0,"AP","Both","expensive/cheap","neg","watches","AP","Both","The watches are cheap.","Right",887,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",14,0,"AP","Both","expensive/cheap","pos","watches","AP","Both","The watches are expensive.","Right",990,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",15,0,"AP","C","heavy/light","pos","bags","C","AP","The bags are heavy.","Right",2088,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",49,0,"OVERT","C-Both","expensive/cheap","pos","watches","Both","C","The watches are expensive.","Left",3824,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",52,0,"OVERT","Both-Foil","heavy/light","pos","bags","Both","Foil","The bags are heavy.","Left",1943,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",61,0,"OVERT","D-Both","loud/quiet","neg","instruments","Both","D","The instruments are quiet.","Right",2337,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",51,0,"OVERT","C-Foil","expensive/cheap","pos","watches","Foil","C","The watches are expensive.","Right",5227,"AP-OVERT","C",FALSE,TRUE,FALSE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",66,0,"OVERT","D-Both","expensive/cheap","neg","cars","D","Both","The cars are cheap.","Left",2970,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158620","bfcf067069363d2cdaed44b4be5cb4c5",43,0,"OVERT","C-Both","loud/quiet","pos","instruments","Both","C","The instruments are loud.","Left",1978,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
